Iteration, Loss
742, 0.042344
743, 0.127819
744, 0.070950
745, 0.047959
746, 0.102625
747, 0.088520
748, 0.098721
749, 0.022445
750, 0.046042
751, 0.033104
752, 0.045989
753, 0.107034
754, 0.048931
755, 0.068679
756, 0.064254
757, 0.020523
758, 0.063323
759, 0.031331
760, 0.031269
761, 0.041410
762, 0.044536
763, 0.022726
764, 0.086778
765, 0.040148
766, 0.059035
767, 0.012655
768, 0.022443
769, 0.060028
770, 0.014801
771, 0.024552
772, 0.092313
773, 0.084343
774, 0.017562
775, 0.024135
776, 0.090427
777, 0.053570
778, 0.014638
779, 0.093389
780, 0.012106
781, 0.087480
782, 0.011396
783, 0.008636
784, 0.005570
785, 0.033733
786, 0.016725
787, 0.016316
788, 0.005717
789, 0.017503
790, 0.023566
791, 0.048710
792, 0.012284
793, 0.018969
794, 0.024182
795, 0.031570
796, 0.017736
797, 0.016057
798, 0.040516
799, 0.014472
800, 0.046757
801, 0.027364
802, 0.008692
803, 0.056049
804, 0.082936
805, 0.010717
806, 0.018727
807, 0.074261
808, 0.038230
809, 0.071591
810, 0.033040
811, 0.011492
812, 0.021424
813, 0.025631
814, 0.047119
815, 0.052799
816, 0.054650
817, 0.020287
818, 0.094973
819, 0.021659
820, 0.065745
821, 0.032992
822, 0.021465
823, 0.061886
824, 0.063299
825, 0.031283
826, 0.051853
827, 0.013266
828, 0.035669
829, 0.096810
830, 0.054405
831, 0.056598
832, 0.020419
833, 0.044744
834, 0.015305
835, 0.037337
836, 0.061603
837, 0.024390
838, 0.043938
839, 0.039622
840, 0.032771
841, 0.054871
842, 0.020753
843, 0.040393
844, 0.026781
845, 0.045966
846, 0.055665
847, 0.068727
848, 0.053949
849, 0.041238
850, 0.024325
851, 0.039681
852, 0.040817
853, 0.060403
854, 0.067344
855, 0.043882
856, 0.031498
857, 0.007453
858, 0.012026
859, 0.022971
860, 0.006494
861, 0.041951
862, 0.016187
863, 0.015261
864, 0.028686
865, 0.091049
866, 0.011011
867, 0.030368
868, 0.036988
869, 0.021708
870, 0.035696
871, 0.140041
872, 0.031450
873, 0.102044
874, 0.061029
875, 0.026272
876, 0.010728
877, 0.068448
878, 0.041257
879, 0.127733
880, 0.095617
881, 0.035689
882, 0.041598
883, 0.036868
884, 0.174660
885, 0.014376
886, 0.123117
887, 0.027175
888, 0.016155
889, 0.090621
890, 0.080126
891, 0.024908
892, 0.026528
893, 0.039171
894, 0.008336
895, 0.024731
896, 0.081385
897, 0.067875
898, 0.036964
899, 0.025223
900, 0.011608
901, 0.050660
902, 0.054520
903, 0.046525
904, 0.054306
905, 0.014689
906, 0.034868
907, 0.035093
908, 0.014056
909, 0.009109
910, 0.009535
911, 0.114252
912, 0.091772
913, 0.009737
914, 0.100144
915, 0.092617
916, 0.049446
917, 0.012617
918, 0.029716
919, 0.008453
920, 0.038561
921, 0.016729
922, 0.049357
923, 0.028819
924, 0.043861
925, 0.019959
926, 0.102453
927, 0.039407
928, 0.046646
929, 0.080893
930, 0.118151
931, 0.040993
932, 0.008554
933, 0.061958
934, 0.071399
935, 0.021276
936, 0.020221
937, 0.028312
938, 0.008469
939, 0.019482
940, 0.060442
941, 0.118808
942, 0.028719
943, 0.096018
944, 0.035325
945, 0.023145
946, 0.037007
947, 0.020380
948, 0.013032
949, 0.031439
950, 0.110496
951, 0.037567
952, 0.017117
953, 0.070327
954, 0.013601
955, 0.078894
956, 0.093303
957, 0.013120
958, 0.052058
959, 0.102298
960, 0.123256
961, 0.064989
962, 0.015079
963, 0.099195
964, 0.095328
965, 0.046018
966, 0.020097
967, 0.019454
968, 0.033186
969, 0.100268
970, 0.007428
971, 0.014316
972, 0.057871
973, 0.110525
974, 0.042083
975, 0.050366
976, 0.056539
977, 0.025595
978, 0.019987
979, 0.021069
980, 0.069687
981, 0.014870
982, 0.046351
983, 0.069430
984, 0.031683
985, 0.014333
986, 0.007050
987, 0.009483
988, 0.026059
989, 0.024533
990, 0.047601
991, 0.101501
992, 0.018793
993, 0.115564
994, 0.060002
995, 0.019612
996, 0.053766
997, 0.141730
998, 0.018835
999, 0.043562
1000, 0.013037
1001, 0.053313
1002, 0.055391
1003, 0.033819
1004, 0.055500
1005, 0.016534
1006, 0.020765
1007, 0.026440
1008, 0.007405
1009, 0.031633
1010, 0.036229
1011, 0.038913
1012, 0.016703
1013, 0.035145
1014, 0.078550
1015, 0.024417
1016, 0.096129
1017, 0.067794
1018, 0.063109
1019, 0.136742
1020, 0.033133
1021, 0.097577
1022, 0.021898
1023, 0.048237
1024, 0.086444
1025, 0.028354
1026, 0.017697
1027, 0.042145
1028, 0.012386
1029, 0.013331
1030, 0.096480
1031, 0.065407
1032, 0.027599
1033, 0.021587
1034, 0.017461
1035, 0.166427
1036, 0.011695
1037, 0.010289
1038, 0.073924
1039, 0.041297
1040, 0.021461
1041, 0.070263
1042, 0.017259
1043, 0.013096
1044, 0.054367
1045, 0.045715
1046, 0.019895
1047, 0.036088
1048, 0.071817
1049, 0.038136
1050, 0.012615
1051, 0.066799
1052, 0.056626
1053, 0.015111
1054, 0.111913
1055, 0.066197
1056, 0.009446
1057, 0.012925
1058, 0.020830
1059, 0.032293
1060, 0.008219
1061, 0.028617
1062, 0.009605
1063, 0.023368
1064, 0.008587
1065, 0.119503
1066, 0.023801
1067, 0.035734
1068, 0.037866
1069, 0.056340
1070, 0.007546
1071, 0.024496
1072, 0.078556
1073, 0.011051
1074, 0.010658
1075, 0.016096
1076, 0.058380
1077, 0.014592
1078, 0.010386
1079, 0.067914
1080, 0.012579
1081, 0.068354
1082, 0.011168
1083, 0.089269
1084, 0.025110
1085, 0.090621
1086, 0.019841
1087, 0.055039
1088, 0.022035
1089, 0.010675
1090, 0.015463
1091, 0.042897
1092, 0.041373
1093, 0.232715
1094, 0.050508
1095, 0.039847
1096, 0.013469
1097, 0.110443
1098, 0.032942
1099, 0.028447
1100, 0.054988
1101, 0.017619
1102, 0.063235
1103, 0.024405
1104, 0.033260
1105, 0.052910
1106, 0.011599
1107, 0.059512
1108, 0.002680
1109, 0.114145
1110, 0.014993
1111, 0.019855
1112, 0.021220
1113, 0.086343
1114, 0.024745
1115, 0.070482
1116, 0.006041
1117, 0.034745
1118, 0.010030
1119, 0.014759
1120, 0.341895
1121, 0.036814
1122, 0.015824
1123, 0.062284
1124, 0.084904
1125, 0.027694
1126, 0.074388
1127, 0.096956
1128, 0.126672
1129, 0.062177
1130, 0.029102
1131, 0.041826
1132, 0.056239
1133, 0.081544
1134, 0.078593
1135, 0.012765
1136, 0.086619
1137, 0.037551
1138, 0.017439
1139, 0.043014
1140, 0.057262
1141, 0.007964
1142, 0.033816
1143, 0.148979
1144, 0.009825
1145, 0.015851
1146, 0.009206
1147, 0.077268
1148, 0.070375
1149, 0.019634
1150, 0.018200
1151, 0.043176
1152, 0.092904
1153, 0.005785
1154, 0.111594
1155, 0.019488
1156, 0.090431
1157, 0.042227
1158, 0.011669
1159, 0.011994
1160, 0.018063
1161, 0.037480
1162, 0.072401
1163, 0.037623
1164, 0.039497
1165, 0.020231
1166, 0.046114
1167, 0.076339
1168, 0.054978
1169, 0.035471
1170, 0.008734
1171, 0.029415
1172, 0.067840
1173, 0.014869
1174, 0.034340
1175, 0.029436
1176, 0.019569
1177, 0.033432
1178, 0.007038
1179, 0.080593
1180, 0.006960
1181, 0.032421
1182, 0.071586
1183, 0.014809
1184, 0.016007
1185, 0.124364
1186, 0.034734
1187, 0.051737
1188, 0.034288
1189, 0.068200
1190, 0.019196
1191, 0.052701
1192, 0.015179
1193, 0.033971
1194, 0.014962
1195, 0.040749
1196, 0.093998
1197, 0.010091
1198, 0.117626
1199, 0.042687
1200, 0.026312
1201, 0.020272
1202, 0.017680
1203, 0.013338
1204, 0.092949
1205, 0.019704
1206, 0.003391
1207, 0.011060
1208, 0.068073
1209, 0.113848
1210, 0.039316
1211, 0.026800
1212, 0.016123
1213, 0.007515
1214, 0.029474
1215, 0.027415
1216, 0.019440
1217, 0.019994
1218, 0.044367
1219, 0.018028
1220, 0.035315
1221, 0.046538
1222, 0.008395
1223, 0.036374
1224, 0.022687
1225, 0.007216
1226, 0.130072
1227, 0.092220
1228, 0.036809
1229, 0.085069
1230, 0.037836
1231, 0.090714
1232, 0.043188
1233, 0.068963
1234, 0.046505
1235, 0.047409
1236, 0.015929
1237, 0.021119
1238, 0.055782
1239, 0.033547
1240, 0.011528
1241, 0.016346
1242, 0.003392
1243, 0.028854
1244, 0.121614
1245, 0.009929
1246, 0.009562
1247, 0.009976
1248, 0.004701
1249, 0.029079
1250, 0.011600
1251, 0.137570
1252, 0.008279
1253, 0.018338
1254, 0.004197
1255, 0.052998
1256, 0.006273
1257, 0.005732
1258, 0.014132
1259, 0.026888
1260, 0.044467
1261, 0.005700
1262, 0.035928
1263, 0.020782
1264, 0.006276
1265, 0.013859
1266, 0.012922
1267, 0.015694
1268, 0.030874
1269, 0.030538
1270, 0.005073
1271, 0.048520
1272, 0.027567
1273, 0.031372
1274, 0.034860
1275, 0.027889
1276, 0.044563
1277, 0.069727
1278, 0.020850
1279, 0.041996
1280, 0.007249
1281, 0.008782
1282, 0.007950
1283, 0.010570
1284, 0.056886
1285, 0.011134
1286, 0.110106
1287, 0.064081
1288, 0.016055
1289, 0.014170
1290, 0.028102
1291, 0.045451
1292, 0.027517
1293, 0.033614
1294, 0.012181
1295, 0.050674
1296, 0.079737
1297, 0.051532
1298, 0.012470
1299, 0.026952
1300, 0.029639
1301, 0.111143
1302, 0.011592
1303, 0.012932
1304, 0.037020
1305, 0.010868
1306, 0.014174
1307, 0.020608
1308, 0.004084
1309, 0.007091
1310, 0.019417
1311, 0.020068
1312, 0.019846
1313, 0.007037
1314, 0.038366
1315, 0.053500
1316, 0.059056
1317, 0.021231
1318, 0.031575
1319, 0.033631
1320, 0.021912
1321, 0.023670
1322, 0.009098
1323, 0.056442
1324, 0.038970
1325, 0.028567
1326, 0.062846
1327, 0.018597
1328, 0.023082
1329, 0.023911
1330, 0.008198
1331, 0.123370
1332, 0.166585
1333, 0.044350
1334, 0.009781
1335, 0.018109
1336, 0.006033
1337, 0.186349
1338, 0.027415
1339, 0.050650
1340, 0.044625
1341, 0.029510
1342, 0.015152
1343, 0.055221
1344, 0.006582
1345, 0.042124
1346, 0.008797
1347, 0.019143
1348, 0.039673
1349, 0.046009
1350, 0.044985
1351, 0.048651
1352, 0.034834
1353, 0.040191
1354, 0.029544
1355, 0.025918
1356, 0.017577
1357, 0.043002
1358, 0.040260
1359, 0.013779
1360, 0.082288
1361, 0.004736
1362, 0.073874
1363, 0.012953
1364, 0.070541
1365, 0.018083
1366, 0.105565
1367, 0.035919
1368, 0.025584
1369, 0.018323
1370, 0.081391
1371, 0.023579
1372, 0.059508
1373, 0.052380
1374, 0.077823
1375, 0.038858
1376, 0.027172
1377, 0.068428
1378, 0.047085
1379, 0.025445
1380, 0.039179
1381, 0.096623
1382, 0.038313
1383, 0.010806
1384, 0.025462
1385, 0.053158
1386, 0.066501
1387, 0.044364
1388, 0.037834
1389, 0.020995
1390, 0.133608
1391, 0.031798
1392, 0.009434
1393, 0.056674
1394, 0.067585
1395, 0.020726
1396, 0.011973
1397, 0.007886
1398, 0.016251
1399, 0.061752
1400, 0.049276
1401, 0.024232
1402, 0.015174
1403, 0.028678
1404, 0.031509
1405, 0.036498
1406, 0.062646
1407, 0.078159
1408, 0.113172
1409, 0.029855
1410, 0.053485
1411, 0.026651
1412, 0.031656
1413, 0.066372
1414, 0.051953
1415, 0.011117
1416, 0.013886
1417, 0.017161
1418, 0.052596
1419, 0.024640
1420, 0.067264
1421, 0.010989
1422, 0.056195
1423, 0.010976
1424, 0.058928
1425, 0.061254
1426, 0.019558
1427, 0.012638
1428, 0.037616
1429, 0.010137
1430, 0.016530
1431, 0.051006
1432, 0.069116
1433, 0.029003
1434, 0.015663
1435, 0.047816
1436, 0.019880
1437, 0.047467
1438, 0.026362
1439, 0.013818
1440, 0.020975
1441, 0.010498
1442, 0.019773
1443, 0.006912
1444, 0.060522
1445, 0.015057
1446, 0.005216
1447, 0.012604
1448, 0.030861
1449, 0.027866
1450, 0.045969
1451, 0.012204
1452, 0.073886
1453, 0.018288
1454, 0.068856
1455, 0.023020
1456, 0.006180
1457, 0.042059
1458, 0.015740
1459, 0.091298
1460, 0.013903
1461, 0.052735
1462, 0.008799
1463, 0.037436
1464, 0.017680
1465, 0.105004
1466, 0.047775
1467, 0.051945
1468, 0.013277
1469, 0.014743
1470, 0.029270
1471, 0.010581
1472, 0.063637
1473, 0.036389
1474, 0.054316
1475, 0.011126
1476, 0.006758
1477, 0.007688
1478, 0.044324
1479, 0.020489
1480, 0.025789
1481, 0.013254
1482, 0.031801
1483, 0.059366
1484, 0.006818
1485, 0.037781
1486, 0.031268
1487, 0.009675
1488, 0.019682
1489, 0.023353
1490, 0.032967
1491, 0.011638
1492, 0.074564
1493, 0.007692
1494, 0.027031
1495, 0.034156
1496, 0.037546
1497, 0.011819
1498, 0.002299
1499, 0.011771
1500, 0.039721
1501, 0.028479
1502, 0.119146
1503, 0.041723
1504, 0.060592
1505, 0.258476
1506, 0.032953
1507, 0.028780
1508, 0.006327
1509, 0.018197
1510, 0.013489
1511, 0.035696
1512, 0.023003
1513, 0.068522
1514, 0.012808
1515, 0.008937
1516, 0.026413
1517, 0.066928
1518, 0.034752
1519, 0.044844
1520, 0.006813
1521, 0.041602
1522, 0.070932
1523, 0.006003
1524, 0.047192
1525, 0.018454
1526, 0.025171
1527, 0.027835
1528, 0.004171
1529, 0.063295
1530, 0.009791
1531, 0.023302
1532, 0.106627
1533, 0.062523
1534, 0.012158
1535, 0.005215
1536, 0.049160
1537, 0.017528
1538, 0.059228
1539, 0.121197
1540, 0.031741
1541, 0.016382
1542, 0.007138
1543, 0.014085
1544, 0.032342
1545, 0.009619
1546, 0.009799
1547, 0.005164
1548, 0.032560
1549, 0.033508
1550, 0.073299
1551, 0.064973
1552, 0.031438
1553, 0.024466
1554, 0.027275
1555, 0.110365
1556, 0.003400
1557, 0.057199
1558, 0.065757
1559, 0.045069
1560, 0.057074
1561, 0.031575
1562, 0.010238
1563, 0.056870
1564, 0.009851
1565, 0.037185
1566, 0.037298
1567, 0.009511
1568, 0.052227
1569, 0.092516
1570, 0.012756
1571, 0.025602
1572, 0.093437
1573, 0.081730
1574, 0.003145
1575, 0.057511
1576, 0.005417
1577, 0.035160
1578, 0.022789
1579, 0.032268
1580, 0.028925
1581, 0.022418
1582, 0.011657
1583, 0.017145
1584, 0.057720
1585, 0.011918
1586, 0.027524
1587, 0.095079
1588, 0.018771
1589, 0.132296
1590, 0.051113
1591, 0.073628
1592, 0.066997
1593, 0.025136
1594, 0.062177
1595, 0.070472
1596, 0.093856
1597, 0.063212
1598, 0.028908
1599, 0.012284
1600, 0.034800
1601, 0.049797
1602, 0.104020
1603, 0.029304
1604, 0.032709
1605, 0.017369
1606, 0.010481
1607, 0.055673
1608, 0.030334
1609, 0.100875
1610, 0.013694
1611, 0.025104
1612, 0.045712
1613, 0.048923
1614, 0.045733
1615, 0.018333
1616, 0.090487
1617, 0.012688
1618, 0.041592
1619, 0.008895
1620, 0.098991
1621, 0.015737
1622, 0.131836
1623, 0.002976
1624, 0.055546
1625, 0.031366
1626, 0.040229
1627, 0.074621
1628, 0.017042
1629, 0.012443
1630, 0.020093
1631, 0.049726
1632, 0.045243
1633, 0.008827
1634, 0.033059
1635, 0.029267
1636, 0.041342
1637, 0.023569
1638, 0.003280
1639, 0.004792
1640, 0.041871
1641, 0.096884
1642, 0.010714
1643, 0.024899
1644, 0.006363
1645, 0.004818
1646, 0.057485
1647, 0.009018
1648, 0.059012
1649, 0.035563
1650, 0.030650
1651, 0.043119
1652, 0.015241
1653, 0.009664
1654, 0.079796
1655, 0.012623
1656, 0.052522
1657, 0.031984
1658, 0.036831
1659, 0.030099
1660, 0.012480
1661, 0.057060
1662, 0.095477
1663, 0.020865
1664, 0.012581
