Iteration, Loss
1665, 0.020544
1666, 0.033472
1667, 0.018012
1668, 0.099402
1669, 0.020932
1670, 0.020272
1671, 0.041300
1672, 0.042863
1673, 0.072168
1674, 0.253351
1675, 0.030016
1676, 0.020491
1677, 0.054947
1678, 0.011964
1679, 0.016082
1680, 0.009743
1681, 0.069729
1682, 0.067183
1683, 0.040405
1684, 0.064048
1685, 0.028445
1686, 0.005461
1687, 0.043362
1688, 0.032418
1689, 0.006723
1690, 0.033971
1691, 0.018745
1692, 0.019357
1693, 0.006432
1694, 0.143927
1695, 0.028791
1696, 0.033854
1697, 0.010254
1698, 0.099588
1699, 0.028318
1700, 0.005554
1701, 0.022954
1702, 0.019470
1703, 0.016983
1704, 0.039388
1705, 0.025751
1706, 0.093797
1707, 0.049560
1708, 0.019123
1709, 0.055593
1710, 0.044247
1711, 0.051289
1712, 0.058383
1713, 0.045975
1714, 0.015267
1715, 0.022060
1716, 0.006553
1717, 0.045709
1718, 0.068528
1719, 0.026385
1720, 0.072640
1721, 0.026339
1722, 0.049741
1723, 0.026360
1724, 0.024194
1725, 0.027515
1726, 0.035750
1727, 0.016101
1728, 0.019301
1729, 0.054823
1730, 0.030274
1731, 0.005788
1732, 0.060191
1733, 0.010268
1734, 0.008581
1735, 0.094854
1736, 0.047240
1737, 0.041040
1738, 0.013074
1739, 0.035005
1740, 0.024562
1741, 0.013129
1742, 0.002267
1743, 0.034954
1744, 0.010908
1745, 0.014263
1746, 0.001470
1747, 0.004869
1748, 0.041829
1749, 0.081444
1750, 0.020906
1751, 0.015092
1752, 0.003290
1753, 0.012919
1754, 0.051596
1755, 0.006773
1756, 0.034516
1757, 0.012446
1758, 0.015346
1759, 0.080730
1760, 0.096050
1761, 0.022935
1762, 0.062558
1763, 0.061428
1764, 0.030238
1765, 0.038194
1766, 0.012217
1767, 0.008673
1768, 0.016802
1769, 0.011831
1770, 0.055561
1771, 0.022134
1772, 0.024764
1773, 0.040947
1774, 0.056875
1775, 0.045068
1776, 0.041142
1777, 0.014009
1778, 0.004146
1779, 0.064312
1780, 0.002931
1781, 0.012602
1782, 0.058317
1783, 0.008893
1784, 0.032618
1785, 0.005981
1786, 0.027006
1787, 0.044264
1788, 0.005146
1789, 0.014983
1790, 0.054693
1791, 0.017426
1792, 0.028511
1793, 0.115351
1794, 0.020031
1795, 0.030801
1796, 0.024703
1797, 0.022550
1798, 0.021539
1799, 0.029980
1800, 0.013005
1801, 0.025346
1802, 0.010831
1803, 0.021692
1804, 0.021952
1805, 0.049922
1806, 0.022039
1807, 0.121637
1808, 0.008139
1809, 0.051385
1810, 0.007895
1811, 0.029297
1812, 0.020173
1813, 0.009444
1814, 0.045391
1815, 0.019531
1816, 0.016965
1817, 0.023480
1818, 0.008000
1819, 0.041626
1820, 0.031033
1821, 0.012526
1822, 0.020630
1823, 0.013181
1824, 0.021823
1825, 0.012212
1826, 0.037913
1827, 0.005710
1828, 0.194303
1829, 0.028086
1830, 0.043397
1831, 0.012575
1832, 0.017247
1833, 0.016847
1834, 0.010463
1835, 0.095803
1836, 0.013450
1837, 0.045174
1838, 0.033338
1839, 0.049111
1840, 0.069038
1841, 0.115178
1842, 0.019198
1843, 0.013317
1844, 0.002204
1845, 0.016709
1846, 0.011151
1847, 0.043194
1848, 0.054612
1849, 0.008944
1850, 0.008647
1851, 0.031186
1852, 0.035346
1853, 0.006682
1854, 0.004272
1855, 0.008222
1856, 0.003075
1857, 0.018323
1858, 0.013601
1859, 0.010489
1860, 0.018222
1861, 0.008964
1862, 0.034496
1863, 0.025479
1864, 0.030204
1865, 0.007560
1866, 0.017134
1867, 0.008175
1868, 0.013316
1869, 0.050113
1870, 0.012741
1871, 0.003598
1872, 0.077834
1873, 0.005903
1874, 0.011676
1875, 0.036588
1876, 0.029100
1877, 0.004449
1878, 0.009059
1879, 0.006606
1880, 0.056540
1881, 0.010417
1882, 0.007847
1883, 0.004526
1884, 0.019549
1885, 0.066657
1886, 0.045543
1887, 0.013524
1888, 0.011144
1889, 0.023458
1890, 0.034033
1891, 0.005289
1892, 0.019839
1893, 0.003136
1894, 0.046307
1895, 0.014098
1896, 0.053059
1897, 0.019074
1898, 0.012974
1899, 0.074086
1900, 0.030137
1901, 0.037706
1902, 0.010053
1903, 0.090125
1904, 0.043846
1905, 0.006176
1906, 0.020222
1907, 0.024782
1908, 0.033887
1909, 0.011996
1910, 0.047951
1911, 0.035308
1912, 0.035133
1913, 0.022310
1914, 0.018816
1915, 0.022728
1916, 0.036696
1917, 0.028672
1918, 0.002878
1919, 0.021976
1920, 0.013440
1921, 0.019509
1922, 0.056848
1923, 0.008950
1924, 0.012216
1925, 0.013926
1926, 0.016766
1927, 0.002607
1928, 0.025002
1929, 0.024118
1930, 0.058806
1931, 0.049499
1932, 0.017140
1933, 0.012894
1934, 0.006800
1935, 0.010327
1936, 0.001745
1937, 0.086441
1938, 0.038417
1939, 0.002348
1940, 0.127763
1941, 0.006073
1942, 0.014780
1943, 0.009314
1944, 0.010795
1945, 0.017913
1946, 0.028191
1947, 0.044657
1948, 0.013697
1949, 0.022134
1950, 0.073959
1951, 0.001998
1952, 0.082738
1953, 0.005185
1954, 0.016365
1955, 0.040700
1956, 0.071213
1957, 0.006258
1958, 0.024694
1959, 0.005155
1960, 0.002624
1961, 0.055107
1962, 0.064255
1963, 0.005149
1964, 0.004030
1965, 0.048770
1966, 0.004153
1967, 0.020600
1968, 0.005178
1969, 0.048607
1970, 0.003859
1971, 0.027688
1972, 0.007069
1973, 0.024799
1974, 0.010446
1975, 0.017570
1976, 0.020846
1977, 0.002285
1978, 0.021260
1979, 0.006094
1980, 0.012186
1981, 0.021173
1982, 0.023024
1983, 0.017532
1984, 0.019965
1985, 0.013508
1986, 0.043163
1987, 0.015704
1988, 0.054585
1989, 0.052332
1990, 0.064935
1991, 0.024308
1992, 0.011980
1993, 0.037958
1994, 0.013579
1995, 0.004835
1996, 0.005066
1997, 0.038191
1998, 0.005826
1999, 0.027326
2000, 0.007961
2001, 0.042094
2002, 0.074135
2003, 0.014594
2004, 0.072439
2005, 0.015710
2006, 0.016566
2007, 0.037423
2008, 0.050485
2009, 0.004919
2010, 0.072934
2011, 0.018634
2012, 0.040131
2013, 0.014620
2014, 0.004306
2015, 0.028266
2016, 0.002415
2017, 0.007400
2018, 0.015898
2019, 0.033816
2020, 0.040950
2021, 0.008143
2022, 0.010234
2023, 0.131109
2024, 0.034332
2025, 0.012410
2026, 0.032513
2027, 0.011852
2028, 0.041031
2029, 0.008082
2030, 0.009600
2031, 0.017487
2032, 0.037112
2033, 0.007697
2034, 0.014125
2035, 0.010888
2036, 0.015998
2037, 0.016311
2038, 0.029787
2039, 0.005861
2040, 0.029025
2041, 0.002883
2042, 0.031351
2043, 0.033796
2044, 0.013578
2045, 0.031204
2046, 0.056018
2047, 0.040776
2048, 0.011478
2049, 0.027263
2050, 0.008499
2051, 0.025818
2052, 0.061587
2053, 0.005311
2054, 0.009922
2055, 0.068196
2056, 0.078658
2057, 0.017741
2058, 0.093376
2059, 0.008937
2060, 0.011661
2061, 0.062405
2062, 0.135147
2063, 0.016597
2064, 0.022212
2065, 0.008990
2066, 0.015165
2067, 0.002453
2068, 0.011921
2069, 0.004739
2070, 0.004020
2071, 0.006684
2072, 0.016805
2073, 0.006198
2074, 0.022513
2075, 0.003816
2076, 0.003127
2077, 0.002013
2078, 0.007999
2079, 0.169945
2080, 0.021490
2081, 0.049369
2082, 0.064854
2083, 0.025221
2084, 0.015110
2085, 0.024321
2086, 0.063592
2087, 0.026169
2088, 0.009351
2089, 0.004325
2090, 0.086046
2091, 0.022471
2092, 0.011803
2093, 0.045163
2094, 0.005079
2095, 0.021799
2096, 0.067332
2097, 0.007104
2098, 0.032406
2099, 0.009067
2100, 0.052019
2101, 0.055652
2102, 0.032973
2103, 0.012902
2104, 0.093269
2105, 0.039553
2106, 0.027362
2107, 0.006275
2108, 0.013398
2109, 0.015716
2110, 0.030632
2111, 0.017966
2112, 0.008020
2113, 0.011695
2114, 0.015787
2115, 0.035741
2116, 0.001862
2117, 0.039348
2118, 0.018543
2119, 0.031586
2120, 0.046333
2121, 0.020173
2122, 0.021393
2123, 0.012719
2124, 0.045775
2125, 0.045655
2126, 0.027306
2127, 0.011506
2128, 0.024708
2129, 0.131563
2130, 0.006669
2131, 0.005886
2132, 0.004337
2133, 0.030877
2134, 0.009748
2135, 0.005193
2136, 0.014584
2137, 0.110582
2138, 0.010498
2139, 0.072697
2140, 0.004034
2141, 0.008180
2142, 0.014203
2143, 0.008745
2144, 0.018846
2145, 0.034603
2146, 0.025961
2147, 0.002729
2148, 0.026380
2149, 0.021318
2150, 0.039904
2151, 0.046973
2152, 0.056805
2153, 0.022703
2154, 0.007133
2155, 0.044132
2156, 0.042213
2157, 0.015978
2158, 0.012998
2159, 0.022190
2160, 0.004080
2161, 0.010793
2162, 0.018045
2163, 0.029917
2164, 0.017581
2165, 0.091689
2166, 0.007876
2167, 0.021086
2168, 0.011615
2169, 0.009628
2170, 0.012516
2171, 0.074818
2172, 0.024146
2173, 0.042146
2174, 0.050454
2175, 0.009669
2176, 0.005124
2177, 0.036295
2178, 0.032707
2179, 0.024662
2180, 0.061559
2181, 0.008537
2182, 0.017026
2183, 0.031315
2184, 0.038269
2185, 0.013011
2186, 0.013264
2187, 0.002924
2188, 0.022047
2189, 0.008776
2190, 0.012544
2191, 0.005659
2192, 0.022814
2193, 0.034616
2194, 0.094368
2195, 0.009242
2196, 0.014949
2197, 0.007602
2198, 0.011888
2199, 0.005357
2200, 0.002713
2201, 0.004646
2202, 0.007889
2203, 0.009665
2204, 0.025818
2205, 0.026478
2206, 0.010886
2207, 0.001937
2208, 0.104720
2209, 0.010572
2210, 0.071845
2211, 0.025974
2212, 0.013001
2213, 0.022851
2214, 0.021609
2215, 0.012417
2216, 0.039215
2217, 0.013326
2218, 0.011549
2219, 0.003104
2220, 0.079112
2221, 0.012501
2222, 0.020240
2223, 0.022738
2224, 0.006880
2225, 0.013394
2226, 0.010902
2227, 0.018425
2228, 0.008305
2229, 0.039790
2230, 0.024079
2231, 0.008394
2232, 0.010930
2233, 0.012367
2234, 0.020119
2235, 0.012669
2236, 0.019052
2237, 0.012042
2238, 0.002785
2239, 0.019585
2240, 0.036216
2241, 0.055412
2242, 0.010125
2243, 0.011887
2244, 0.020484
2245, 0.038563
2246, 0.029655
2247, 0.033409
2248, 0.008882
2249, 0.100405
2250, 0.004568
2251, 0.025804
2252, 0.010645
2253, 0.037004
2254, 0.006623
2255, 0.005502
2256, 0.031517
2257, 0.007576
2258, 0.013457
2259, 0.017072
2260, 0.009973
2261, 0.138078
2262, 0.020223
2263, 0.001450
2264, 0.007410
2265, 0.021572
2266, 0.005740
2267, 0.058058
2268, 0.003732
2269, 0.038092
2270, 0.078131
2271, 0.055145
2272, 0.034900
2273, 0.004752
2274, 0.046283
2275, 0.006201
2276, 0.015142
2277, 0.066933
2278, 0.008517
2279, 0.002827
2280, 0.040504
2281, 0.030009
2282, 0.023087
2283, 0.013077
2284, 0.015346
2285, 0.004181
2286, 0.122889
2287, 0.001482
2288, 0.102243
2289, 0.014739
2290, 0.003680
2291, 0.046701
2292, 0.067208
2293, 0.007041
2294, 0.038916
2295, 0.097933
2296, 0.012478
2297, 0.006279
2298, 0.013763
2299, 0.020171
2300, 0.054929
2301, 0.011959
2302, 0.006813
2303, 0.016247
2304, 0.003985
2305, 0.014285
2306, 0.038547
2307, 0.069707
2308, 0.026588
2309, 0.032133
2310, 0.055416
2311, 0.018869
2312, 0.041557
2313, 0.012795
2314, 0.012304
2315, 0.056927
2316, 0.061840
2317, 0.011350
2318, 0.007403
2319, 0.015092
2320, 0.012990
2321, 0.027739
2322, 0.010024
2323, 0.004649
2324, 0.007788
2325, 0.005938
2326, 0.019566
2327, 0.016961
2328, 0.022029
2329, 0.006196
2330, 0.004956
2331, 0.212103
2332, 0.021573
2333, 0.049199
2334, 0.017431
2335, 0.007286
2336, 0.006628
2337, 0.004319
2338, 0.064654
2339, 0.006791
2340, 0.006087
2341, 0.028780
2342, 0.030134
2343, 0.037974
2344, 0.006393
2345, 0.068851
2346, 0.009014
2347, 0.020430
2348, 0.010307
2349, 0.016701
2350, 0.026929
2351, 0.006020
2352, 0.020305
2353, 0.026546
2354, 0.011221
2355, 0.029690
2356, 0.088780
2357, 0.037296
2358, 0.016535
2359, 0.047406
2360, 0.011356
2361, 0.001819
2362, 0.046595
2363, 0.004162
2364, 0.016974
2365, 0.029251
2366, 0.025429
2367, 0.026320
2368, 0.101999
2369, 0.091859
2370, 0.013612
2371, 0.025858
2372, 0.004080
2373, 0.017307
2374, 0.057448
2375, 0.058432
2376, 0.055769
2377, 0.058055
2378, 0.026961
2379, 0.020958
2380, 0.016487
2381, 0.036737
2382, 0.010227
2383, 0.023129
2384, 0.032296
2385, 0.063178
2386, 0.012214
2387, 0.057823
2388, 0.016076
2389, 0.018519
2390, 0.040602
2391, 0.004855
2392, 0.010332
2393, 0.053707
2394, 0.177735
2395, 0.038303
2396, 0.136079
2397, 0.121601
2398, 0.002136
2399, 0.006361
2400, 0.031979
2401, 0.037953
2402, 0.010854
2403, 0.006633
2404, 0.106582
2405, 0.023484
2406, 0.006679
2407, 0.049802
2408, 0.054668
2409, 0.023582
2410, 0.029440
2411, 0.018556
2412, 0.018599
2413, 0.002974
2414, 0.027175
2415, 0.061253
2416, 0.038275
2417, 0.006284
2418, 0.041010
2419, 0.005270
2420, 0.033697
2421, 0.073779
2422, 0.023770
2423, 0.018270
2424, 0.004154
2425, 0.006496
2426, 0.008285
2427, 0.001813
2428, 0.016079
2429, 0.017021
2430, 0.014352
2431, 0.001962
2432, 0.007233
2433, 0.012853
2434, 0.011554
2435, 0.008570
2436, 0.006456
2437, 0.008650
2438, 0.005297
2439, 0.005449
2440, 0.016531
2441, 0.093867
2442, 0.013321
2443, 0.010677
2444, 0.034180
2445, 0.001738
2446, 0.026417
2447, 0.001563
2448, 0.028379
2449, 0.056284
2450, 0.009441
2451, 0.007386
2452, 0.044119
2453, 0.003802
2454, 0.013370
2455, 0.031751
2456, 0.009819
2457, 0.009477
2458, 0.002417
2459, 0.015049
2460, 0.021408
2461, 0.048351
2462, 0.011090
2463, 0.000776
2464, 0.017096
2465, 0.007045
2466, 0.019923
2467, 0.012949
2468, 0.016758
2469, 0.010014
2470, 0.003815
2471, 0.008438
2472, 0.004255
2473, 0.021304
2474, 0.019220
2475, 0.009455
2476, 0.018552
2477, 0.004891
2478, 0.022363
2479, 0.004237
2480, 0.056603
2481, 0.012387
2482, 0.003485
2483, 0.005832
2484, 0.004910
2485, 0.034114
2486, 0.010580
2487, 0.010240
2488, 0.010077
2489, 0.005184
2490, 0.050792
2491, 0.046970
2492, 0.013411
2493, 0.001508
2494, 0.015783
2495, 0.002130
2496, 0.008329
2497, 0.022884
2498, 0.002746
2499, 0.001417
2500, 0.005466
2501, 0.056610
2502, 0.073433
2503, 0.038353
2504, 0.011652
2505, 0.011445
2506, 0.014403
2507, 0.018077
2508, 0.005340
2509, 0.025813
2510, 0.043376
2511, 0.007516
2512, 0.007780
2513, 0.031073
2514, 0.011835
2515, 0.024657
2516, 0.033789
2517, 0.009983
2518, 0.019200
2519, 0.010433
2520, 0.004703
2521, 0.018506
2522, 0.022992
2523, 0.014926
2524, 0.052374
2525, 0.022649
2526, 0.031026
2527, 0.026931
2528, 0.025909
2529, 0.029416
2530, 0.011248
2531, 0.017590
2532, 0.007670
2533, 0.006994
2534, 0.012327
2535, 0.010018
2536, 0.031119
2537, 0.025492
2538, 0.004194
2539, 0.012078
2540, 0.006812
2541, 0.005464
2542, 0.011545
2543, 0.045328
2544, 0.011619
2545, 0.077983
2546, 0.010951
2547, 0.031847
2548, 0.005761
2549, 0.049218
2550, 0.003724
2551, 0.004659
2552, 0.007629
2553, 0.045431
2554, 0.007988
2555, 0.033179
2556, 0.039215
2557, 0.080311
2558, 0.013319
2559, 0.009451
2560, 0.019063
2561, 0.014712
2562, 0.001623
2563, 0.029939
2564, 0.044509
2565, 0.033317
2566, 0.017274
2567, 0.023694
2568, 0.014429
2569, 0.062253
2570, 0.003176
2571, 0.042085
2572, 0.007427
2573, 0.005450
2574, 0.027416
2575, 0.021996
2576, 0.029536
2577, 0.048389
2578, 0.058396
2579, 0.106773
2580, 0.003773
2581, 0.044599
2582, 0.007673
2583, 0.030903
2584, 0.002389
2585, 0.020377
2586, 0.026641
2587, 0.107377
2588, 0.003823
2589, 0.006027
2590, 0.018186
2591, 0.010913
2592, 0.061474
2593, 0.035698
2594, 0.002781
2595, 0.012323
2596, 0.023999
2597, 0.029165
2598, 0.015828
2599, 0.049416
2600, 0.022799
2601, 0.018235
2602, 0.009034
2603, 0.011256
2604, 0.054974
2605, 0.051116
2606, 0.024038
2607, 0.097837
2608, 0.001827
2609, 0.007360
2610, 0.010732
2611, 0.030171
2612, 0.009588
2613, 0.018373
2614, 0.044783
2615, 0.003524
2616, 0.004921
2617, 0.029655
2618, 0.035662
2619, 0.003932
2620, 0.001590
2621, 0.002035
2622, 0.010428
2623, 0.032803
2624, 0.084132
2625, 0.030542
2626, 0.008814
2627, 0.015114
2628, 0.039153
2629, 0.006004
2630, 0.091921
2631, 0.004272
2632, 0.015321
2633, 0.014716
2634, 0.013123
2635, 0.012314
2636, 0.005735
2637, 0.041581
2638, 0.005043
2639, 0.006521
2640, 0.027728
2641, 0.010770
2642, 0.036373
2643, 0.094352
2644, 0.087913
2645, 0.010167
2646, 0.030379
2647, 0.005731
2648, 0.011045
2649, 0.011287
2650, 0.004107
2651, 0.015603
2652, 0.017595
2653, 0.001107
2654, 0.012308
2655, 0.019678
2656, 0.045114
2657, 0.017737
2658, 0.014076
2659, 0.009305
2660, 0.004217
2661, 0.048174
2662, 0.009403
2663, 0.005492
2664, 0.027355
2665, 0.070411
2666, 0.012415
2667, 0.040458
2668, 0.012985
2669, 0.074680
2670, 0.039263
2671, 0.034108
2672, 0.055838
2673, 0.046922
2674, 0.082045
2675, 0.028658
2676, 0.083592
2677, 0.019055
2678, 0.018203
2679, 0.021640
2680, 0.024401
2681, 0.101454
2682, 0.052288
2683, 0.010049
2684, 0.010652
2685, 0.001053
2686, 0.064962
2687, 0.007426
2688, 0.022751
2689, 0.006385
2690, 0.007431
2691, 0.048978
2692, 0.011844
2693, 0.051072
2694, 0.005981
2695, 0.012821
2696, 0.015118
2697, 0.034614
2698, 0.015902
2699, 0.011984
2700, 0.001611
2701, 0.011909
2702, 0.005971
2703, 0.013138
2704, 0.078039
2705, 0.091799
2706, 0.007476
2707, 0.013284
2708, 0.015311
2709, 0.014958
2710, 0.003810
2711, 0.021779
2712, 0.006788
2713, 0.003711
2714, 0.049056
2715, 0.012687
2716, 0.090320
2717, 0.036052
2718, 0.053917
2719, 0.003142
2720, 0.002400
2721, 0.004148
2722, 0.006971
2723, 0.017837
2724, 0.003645
2725, 0.015278
2726, 0.025400
2727, 0.025314
2728, 0.009040
2729, 0.046045
2730, 0.006307
2731, 0.017697
2732, 0.002754
2733, 0.010937
2734, 0.017266
2735, 0.018243
2736, 0.005882
2737, 0.001523
2738, 0.001406
2739, 0.062257
2740, 0.025350
2741, 0.015292
2742, 0.003934
2743, 0.067869
2744, 0.010246
2745, 0.015976
2746, 0.006755
2747, 0.014355
2748, 0.024632
2749, 0.002884
2750, 0.012781
2751, 0.003666
2752, 0.036333
2753, 0.019718
2754, 0.001777
2755, 0.031272
2756, 0.050255
2757, 0.005080
2758, 0.004101
2759, 0.018496
2760, 0.003987
2761, 0.013037
2762, 0.057415
2763, 0.013603
2764, 0.010810
2765, 0.023727
2766, 0.020722
2767, 0.056959
2768, 0.003208
2769, 0.025595
2770, 0.002909
2771, 0.029468
2772, 0.005366
2773, 0.014984
2774, 0.005074
2775, 0.088451
2776, 0.038357
2777, 0.002622
2778, 0.038924
2779, 0.037770
2780, 0.003435
2781, 0.045445
2782, 0.007115
2783, 0.008628
2784, 0.010657
2785, 0.075931
2786, 0.004984
2787, 0.011263
2788, 0.005348
2789, 0.006014
2790, 0.039224
2791, 0.004856
2792, 0.033114
2793, 0.050469
2794, 0.021920
2795, 0.065213
2796, 0.009341
2797, 0.083604
2798, 0.003566
2799, 0.021272
2800, 0.029008
2801, 0.024005
2802, 0.007507
2803, 0.006394
2804, 0.045850
2805, 0.008041
2806, 0.010001
2807, 0.023384
2808, 0.003789
2809, 0.004176
2810, 0.051457
2811, 0.035717
2812, 0.014838
2813, 0.013765
2814, 0.011865
2815, 0.012569
2816, 0.002859
2817, 0.083455
2818, 0.005807
2819, 0.019364
2820, 0.023869
2821, 0.061070
2822, 0.030548
2823, 0.067813
2824, 0.030816
2825, 0.020452
2826, 0.009342
2827, 0.020870
2828, 0.020026
2829, 0.083049
2830, 0.019669
2831, 0.025845
2832, 0.002602
2833, 0.102916
2834, 0.032182
2835, 0.019221
2836, 0.007142
2837, 0.011161
2838, 0.004286
2839, 0.064171
2840, 0.003569
2841, 0.003520
2842, 0.008892
2843, 0.005581
2844, 0.005079
2845, 0.006685
2846, 0.006824
2847, 0.020449
2848, 0.012498
2849, 0.007964
2850, 0.005899
2851, 0.000876
2852, 0.003127
2853, 0.049116
2854, 0.021911
2855, 0.038840
2856, 0.069713
2857, 0.016936
2858, 0.014266
2859, 0.059818
2860, 0.064916
2861, 0.028505
2862, 0.008685
2863, 0.067685
2864, 0.008168
2865, 0.042639
2866, 0.010396
2867, 0.090179
2868, 0.054382
2869, 0.116274
2870, 0.006486
2871, 0.019849
2872, 0.003158
2873, 0.016786
2874, 0.022319
2875, 0.014251
2876, 0.022616
2877, 0.045195
2878, 0.008073
2879, 0.018225
2880, 0.009199
2881, 0.029347
2882, 0.009951
2883, 0.018255
2884, 0.051650
2885, 0.029718
2886, 0.030851
2887, 0.046135
2888, 0.014516
2889, 0.034493
2890, 0.021026
2891, 0.015196
2892, 0.032499
2893, 0.014793
2894, 0.016129
2895, 0.017356
2896, 0.075948
2897, 0.027930
2898, 0.006559
2899, 0.012411
2900, 0.003667
2901, 0.022008
2902, 0.010405
2903, 0.015381
2904, 0.003831
2905, 0.017053
2906, 0.022671
2907, 0.005927
2908, 0.009989
2909, 0.004069
2910, 0.025046
2911, 0.001120
2912, 0.013409
2913, 0.016202
2914, 0.006010
2915, 0.056683
2916, 0.006535
2917, 0.023246
2918, 0.029251
2919, 0.002499
2920, 0.028723
2921, 0.004721
2922, 0.010215
2923, 0.014423
2924, 0.002828
2925, 0.007108
2926, 0.005158
2927, 0.012960
2928, 0.016194
2929, 0.011941
2930, 0.012449
2931, 0.012703
2932, 0.005012
2933, 0.043501
2934, 0.012911
2935, 0.011739
2936, 0.082762
2937, 0.002450
2938, 0.021558
2939, 0.100068
2940, 0.014868
2941, 0.006809
2942, 0.088602
2943, 0.004786
2944, 0.002914
2945, 0.025496
2946, 0.003040
2947, 0.005302
2948, 0.007289
2949, 0.041070
2950, 0.259749
2951, 0.083845
2952, 0.006651
2953, 0.014614
2954, 0.031599
2955, 0.010232
2956, 0.011426
2957, 0.003597
2958, 0.040209
2959, 0.005848
2960, 0.018955
2961, 0.007278
2962, 0.003561
2963, 0.003797
2964, 0.008326
2965, 0.045219
2966, 0.010019
2967, 0.002877
2968, 0.018990
2969, 0.013076
2970, 0.007986
2971, 0.015016
2972, 0.003777
2973, 0.046074
2974, 0.010667
2975, 0.077476
2976, 0.010059
2977, 0.002440
2978, 0.063966
2979, 0.046543
2980, 0.001482
2981, 0.009570
2982, 0.012007
2983, 0.032111
2984, 0.079628
2985, 0.016837
2986, 0.030614
2987, 0.035468
2988, 0.017655
2989, 0.003120
2990, 0.007193
2991, 0.010983
2992, 0.024530
2993, 0.004364
2994, 0.034981
2995, 0.023874
2996, 0.022318
2997, 0.000740
2998, 0.032356
2999, 0.004346
3000, 0.035861
